Energy	All	Alpha	Beta	Gama	Other
1144	0	0	0	0	0
1145	1	1	0	0	0
1146	0	0	0	0	0
1147	0	0	0	0	0
1148	2	2	0	0	0
1149	1	1	0	0	0
1150	0	0	0	0	0
1151	0	0	0	0	0
1152	0	0	0	0	0
1153	0	0	0	0	0
1154	0	0	0	0	0
1155	2	2	0	0	0
1156	0	0	0	0	0
1157	0	0	0	0	0
1158	0	0	0	0	0
1159	1	1	0	0	0
1160	3	3	0	0	0
1161	1	1	0	0	0
1162	1	1	0	0	0
1163	0	0	0	0	0
1164	0	0	0	0	0
1165	1	1	0	0	0
1166	0	0	0	0	0
1167	0	0	0	0	0
1168	0	0	0	0	0
1169	0	0	0	0	0
1170	0	0	0	0	0
1171	2	2	0	0	0
1172	1	1	0	0	0
1173	0	0	0	0	0
1174	1	1	0	0	0
1175	0	0	0	0	0
1176	0	0	0	0	0
1177	0	0	0	0	0
1178	1	1	0	0	0
1179	0	0	0	0	0
1180	0	0	0	0	0
1181	0	0	0	0	0
1182	0	0	0	0	0
1183	0	0	0	0	0
1184	2	2	0	0	0
1185	1	1	0	0	0
1186	1	1	0	0	0
1187	1	1	0	0	0
1188	0	0	0	0	0
1189	0	0	0	0	0
1190	1	1	0	0	0
1191	0	0	0	0	0
1192	1	1	0	0	0
1193	0	0	0	0	0
1194	1	1	0	0	0
1195	0	0	0	0	0
1196	1	1	0	0	0
1197	1	1	0	0	0
1198	1	1	0	0	0
1199	1	1	0	0	0
1200	1	1	0	0	0
1201	0	0	0	0	0
1202	0	0	0	0	0
1203	0	0	0	0	0
1204	0	0	0	0	0
1205	1	1	0	0	0
1206	1	1	0	0	0
1207	3	3	0	0	0
1208	1	1	0	0	0
1209	1	1	0	0	0
1210	1	1	0	0	0
1211	0	0	0	0	0
1212	1	1	0	0	0
1213	1	1	0	0	0
1214	0	0	0	0	0
1215	3	3	0	0	0
1216	1	1	0	0	0
1217	0	0	0	0	0
1218	1	1	0	0	0
1219	1	1	0	0	0
1220	1	1	0	0	0
1221	0	0	0	0	0
1222	1	1	0	0	0
1223	1	1	0	0	0
1224	0	0	0	0	0
1225	1	1	0	0	0
1226	0	0	0	0	0
1227	0	0	0	0	0
1228	1	1	0	0	0
1229	1	1	0	0	0
1230	0	0	0	0	0
1231	1	1	0	0	0
1232	1	1	0	0	0
1233	0	0	0	0	0
1234	0	0	0	0	0
1235	1	1	0	0	0
1236	1	1	0	0	0
1237	0	0	0	0	0
1238	1	0	1	0	0
1239	1	1	0	0	0
1240	2	2	0	0	0
1241	1	1	0	0	0
1242	0	0	0	0	0
1243	1	1	0	0	0
1244	0	0	0	0	0
1245	1	1	0	0	0
1246	0	0	0	0	0
1247	0	0	0	0	0
1248	0	0	0	0	0
1249	0	0	0	0	0
1250	0	0	0	0	0
1251	0	0	0	0	0
1252	0	0	0	0	0
1253	0	0	0	0	0
1254	0	0	0	0	0
1255	1	1	0	0	0
1256	3	3	0	0	0
1257	1	1	0	0	0
1258	2	2	0	0	0
1259	2	2	0	0	0
1260	0	0	0	0	0
1261	0	0	0	0	0
1262	1	1	0	0	0
1263	1	1	0	0	0
1264	1	1	0	0	0
1265	0	0	0	0	0
1266	0	0	0	0	0
1267	0	0	0	0	0
1268	1	1	0	0	0
1269	1	1	0	0	0
1270	1	1	0	0	0
1271	1	1	0	0	0
1272	0	0	0	0	0
1273	1	1	0	0	0
1274	1	1	0	0	0
1275	0	0	0	0	0
1276	1	1	0	0	0
1277	2	2	0	0	0
1278	0	0	0	0	0
1279	0	0	0	0	0
1280	0	0	0	0	0
1281	1	1	0	0	0
1282	0	0	0	0	0
1283	1	1	0	0	0
1284	0	0	0	0	0
1285	0	0	0	0	0
1286	0	0	0	0	0
1287	0	0	0	0	0
1288	2	2	0	0	0
1289	0	0	0	0	0
1290	1	1	0	0	0
1291	0	0	0	0	0
1292	0	0	0	0	0
1293	0	0	0	0	0
1294	2	2	0	0	0
1295	2	2	0	0	0
1296	1	1	0	0	0
1297	0	0	0	0	0
1298	1	1	0	0	0
1299	0	0	0	0	0
1300	2	2	0	0	0
1301	1	1	0	0	0
1302	1	1	0	0	0
1303	0	0	0	0	0
1304	0	0	0	0	0
1305	0	0	0	0	0
1306	0	0	0	0	0
1307	0	0	0	0	0
1308	1	1	0	0	0
1309	0	0	0	0	0
1310	2	2	0	0	0
1311	1	1	0	0	0
1312	1	1	0	0	0
1313	2	2	0	0	0
1314	1	1	0	0	0
1315	1	1	0	0	0
1316	1	1	0	0	0
1317	0	0	0	0	0
1318	1	1	0	0	0
1319	0	0	0	0	0
1320	0	0	0	0	0
1321	0	0	0	0	0
1322	0	0	0	0	0
1323	1	1	0	0	0
1324	0	0	0	0	0
1325	1	1	0	0	0
1326	1	1	0	0	0
1327	0	0	0	0	0
1328	0	0	0	0	0
1329	0	0	0	0	0
1330	2	2	0	0	0
1331	1	1	0	0	0
1332	1	1	0	0	0
1333	1	1	0	0	0
1334	0	0	0	0	0
1335	0	0	0	0	0
1336	1	1	0	0	0
1337	1	1	0	0	0
1338	0	0	0	0	0
1339	1	1	0	0	0
1340	0	0	0	0	0
1341	0	0	0	0	0
1342	0	0	0	0	0
1343	0	0	0	0	0
1344	0	0	0	0	0
1345	1	1	0	0	0
1346	2	2	0	0	0
1347	2	2	0	0	0
1348	4	4	0	0	0
1349	0	0	0	0	0
1350	0	0	0	0	0
1351	0	0	0	0	0
1352	2	2	0	0	0
1353	0	0	0	0	0
1354	0	0	0	0	0
1355	0	0	0	0	0
1356	0	0	0	0	0
1357	0	0	0	0	0
1358	1	1	0	0	0
1359	0	0	0	0	0
1360	1	1	0	0	0
1361	0	0	0	0	0
1362	1	1	0	0	0
1363	0	0	0	0	0
1364	0	0	0	0	0
1365	0	0	0	0	0
1366	1	1	0	0	0
1367	1	1	0	0	0
1368	0	0	0	0	0
1369	0	0	0	0	0
1370	1	1	0	0	0
1371	2	2	0	0	0
1372	0	0	0	0	0
1373	0	0	0	0	0
1374	0	0	0	0	0
1375	0	0	0	0	0
1376	0	0	0	0	0
1377	2	2	0	0	0
1378	1	1	0	0	0
1379	0	0	0	0	0
1380	1	1	0	0	0
1381	2	2	0	0	0
1382	0	0	0	0	0
1383	2	2	0	0	0
1384	0	0	0	0	0
1385	1	1	0	0	0
1386	0	0	0	0	0
1387	1	1	0	0	0
1388	0	0	0	0	0
1389	0	0	0	0	0
1390	1	1	0	0	0
1391	2	2	0	0	0
1392	1	1	0	0	0
1393	1	1	0	0	0
1394	1	1	0	0	0
1395	0	0	0	0	0
1396	0	0	0	0	0
1397	0	0	0	0	0
1398	2	2	0	0	0
1399	0	0	0	0	0
1400	2	2	0	0	0
1401	1	1	0	0	0
1402	1	1	0	0	0
1403	0	0	0	0	0
1404	1	1	0	0	0
1405	2	2	0	0	0
1406	0	0	0	0	0
1407	0	0	0	0	0
1408	0	0	0	0	0
1409	2	2	0	0	0
1410	1	1	0	0	0
1411	1	1	0	0	0
1412	1	1	0	0	0
1413	1	1	0	0	0
1414	2	2	0	0	0
1415	0	0	0	0	0
1416	0	0	0	0	0
1417	0	0	0	0	0
1418	0	0	0	0	0
1419	0	0	0	0	0
1420	2	2	0	0	0
1421	1	1	0	0	0
1422	0	0	0	0	0
1423	0	0	0	0	0
1424	0	0	0	0	0
1425	0	0	0	0	0
1426	0	0	0	0	0
1427	0	0	0	0	0
1428	0	0	0	0	0
1429	0	0	0	0	0
1430	0	0	0	0	0
1431	0	0	0	0	0
1432	1	1	0	0	0
1433	0	0	0	0	0
1434	0	0	0	0	0
1435	0	0	0	0	0
1436	0	0	0	0	0
1437	0	0	0	0	0
1438	0	0	0	0	0
1439	0	0	0	0	0
1440	0	0	0	0	0
1441	2	2	0	0	0
1442	1	1	0	0	0
1443	0	0	0	0	0
1444	2	2	0	0	0
1445	0	0	0	0	0
1446	1	1	0	0	0
1447	0	0	0	0	0
1448	0	0	0	0	0
1449	4	4	0	0	0
1450	1	1	0	0	0
1451	0	0	0	0	0
1452	2	2	0	0	0
1453	1	1	0	0	0
1454	1	1	0	0	0
1455	1	1	0	0	0
1456	0	0	0	0	0
1457	1	1	0	0	0
1458	0	0	0	0	0
1459	0	0	0	0	0
1460	0	0	0	0	0
1461	1	1	0	0	0
1462	1	1	0	0	0
1463	1	1	0	0	0
1464	0	0	0	0	0
1465	0	0	0	0	0
1466	1	1	0	0	0
1467	0	0	0	0	0
1468	1	1	0	0	0
1469	3	3	0	0	0
1470	1	1	0	0	0
1471	1	1	0	0	0
1472	0	0	0	0	0
1473	0	0	0	0	0
1474	0	0	0	0	0
1475	2	2	0	0	0
1476	0	0	0	0	0
1477	1	1	0	0	0
1478	0	0	0	0	0
1479	0	0	0	0	0
1480	0	0	0	0	0
1481	1	1	0	0	0
1482	0	0	0	0	0
1483	2	2	0	0	0
1484	0	0	0	0	0
1485	1	1	0	0	0
1486	1	1	0	0	0
1487	0	0	0	0	0
1488	1	1	0	0	0
1489	2	2	0	0	0
1490	0	0	0	0	0
1491	0	0	0	0	0
1492	1	1	0	0	0
1493	1	1	0	0	0
1494	1	1	0	0	0
1495	0	0	0	0	0
1496	0	0	0	0	0
1497	1	1	0	0	0
1498	1	1	0	0	0
1499	0	0	0	0	0
1500	0	0	0	0	0
1501	0	0	0	0	0
1502	1	1	0	0	0
1503	1	1	0	0	0
1504	2	2	0	0	0
1505	0	0	0	0	0
1506	0	0	0	0	0
1507	0	0	0	0	0
1508	0	0	0	0	0
1509	0	0	0	0	0
1510	0	0	0	0	0
1511	0	0	0	0	0
1512	3	3	0	0	0
1513	1	1	0	0	0
1514	1	1	0	0	0
1515	0	0	0	0	0
1516	1	1	0	0	0
1517	1	1	0	0	0
1518	1	1	0	0	0
1519	0	0	0	0	0
1520	0	0	0	0	0
1521	0	0	0	0	0
1522	0	0	0	0	0
1523	1	1	0	0	0
1524	2	2	0	0	0
1525	0	0	0	0	0
1526	1	1	0	0	0
1527	1	1	0	0	0
1528	0	0	0	0	0
1529	0	0	0	0	0
1530	0	0	0	0	0
1531	0	0	0	0	0
1532	0	0	0	0	0
1533	0	0	0	0	0
1534	3	3	0	0	0
1535	0	0	0	0	0
1536	0	0	0	0	0
1537	1	1	0	0	0
1538	0	0	0	0	0
1539	1	1	0	0	0
1540	0	0	0	0	0
1541	1	1	0	0	0
1542	1	1	0	0	0
1543	0	0	0	0	0
1544	0	0	0	0	0
1545	0	0	0	0	0
1546	0	0	0	0	0
1547	2	2	0	0	0
1548	1	1	0	0	0
1549	2	2	0	0	0
1550	0	0	0	0	0
1551	0	0	0	0	0
1552	2	2	0	0	0
1553	2	2	0	0	0
1554	1	1	0	0	0
1555	2	2	0	0	0
1556	0	0	0	0	0
1557	1	1	0	0	0
1558	1	1	0	0	0
1559	1	1	0	0	0
1560	1	1	0	0	0
1561	1	1	0	0	0
1562	0	0	0	0	0
1563	3	3	0	0	0
1564	1	1	0	0	0
1565	0	0	0	0	0
1566	1	1	0	0	0
1567	2	2	0	0	0
1568	1	1	0	0	0
1569	0	0	0	0	0
1570	1	1	0	0	0
1571	1	1	0	0	0
1572	1	1	0	0	0
1573	0	0	0	0	0
1574	0	0	0	0	0
1575	1	1	0	0	0
1576	1	1	0	0	0
1577	0	0	0	0	0
1578	1	1	0	0	0
1579	2	2	0	0	0
1580	1	1	0	0	0
1581	0	0	0	0	0
1582	1	1	0	0	0
1583	0	0	0	0	0
1584	1	1	0	0	0
1585	2	2	0	0	0
1586	0	0	0	0	0
1587	1	1	0	0	0
1588	0	0	0	0	0
1589	1	1	0	0	0
1590	0	0	0	0	0
1591	1	1	0	0	0
1592	1	1	0	0	0
1593	1	1	0	0	0
1594	0	0	0	0	0
1595	0	0	0	0	0
1596	1	1	0	0	0
1597	0	0	0	0	0
1598	0	0	0	0	0
1599	1	1	0	0	0
1600	2	2	0	0	0
1601	1	1	0	0	0
1602	0	0	0	0	0
1603	1	1	0	0	0
1604	1	1	0	0	0
1605	1	1	0	0	0
1606	2	2	0	0	0
1607	0	0	0	0	0
1608	3	3	0	0	0
1609	1	1	0	0	0
1610	0	0	0	0	0
1611	0	0	0	0	0
1612	0	0	0	0	0
1613	2	2	0	0	0
1614	1	1	0	0	0
1615	0	0	0	0	0
1616	0	0	0	0	0
1617	0	0	0	0	0
1618	1	1	0	0	0
1619	0	0	0	0	0
1620	0	0	0	0	0
1621	0	0	0	0	0
1622	0	0	0	0	0
1623	2	2	0	0	0
1624	0	0	0	0	0
1625	1	1	0	0	0
1626	0	0	0	0	0
1627	2	2	0	0	0
1628	0	0	0	0	0
1629	1	1	0	0	0
1630	0	0	0	0	0
1631	0	0	0	0	0
1632	1	1	0	0	0
1633	0	0	0	0	0
1634	0	0	0	0	0
1635	2	2	0	0	0
1636	1	1	0	0	0
1637	1	1	0	0	0
1638	0	0	0	0	0
1639	0	0	0	0	0
1640	0	0	0	0	0
1641	0	0	0	0	0
1642	2	1	1	0	0
1643	0	0	0	0	0
1644	2	2	0	0	0
1645	1	1	0	0	0
1646	0	0	0	0	0
1647	0	0	0	0	0
1648	0	0	0	0	0
1649	0	0	0	0	0
1650	2	2	0	0	0
1651	0	0	0	0	0
1652	0	0	0	0	0
1653	2	2	0	0	0
1654	0	0	0	0	0
1655	0	0	0	0	0
1656	0	0	0	0	0
1657	0	0	0	0	0
1658	0	0	0	0	0
1659	1	1	0	0	0
1660	2	2	0	0	0
1661	1	1	0	0	0
1662	1	1	0	0	0
1663	1	1	0	0	0
1664	1	1	0	0	0
1665	1	1	0	0	0
1666	1	1	0	0	0
1667	1	1	0	0	0
1668	0	0	0	0	0
1669	1	1	0	0	0
1670	1	1	0	0	0
1671	1	1	0	0	0
1672	0	0	0	0	0
1673	3	3	0	0	0
1674	2	2	0	0	0
1675	0	0	0	0	0
1676	1	1	0	0	0
1677	1	1	0	0	0
1678	1	1	0	0	0
1679	0	0	0	0	0
1680	2	2	0	0	0
1681	0	0	0	0	0
1682	0	0	0	0	0
1683	1	1	0	0	0
1684	0	0	0	0	0
1685	3	3	0	0	0
1686	0	0	0	0	0
1687	1	1	0	0	0
1688	1	1	0	0	0
1689	0	0	0	0	0
1690	0	0	0	0	0
1691	1	1	0	0	0
1692	1	1	0	0	0
1693	2	2	0	0	0
1694	0	0	0	0	0
1695	0	0	0	0	0
1696	1	1	0	0	0
1697	1	1	0	0	0
1698	1	1	0	0	0
1699	0	0	0	0	0
1700	0	0	0	0	0
1701	1	1	0	0	0
1702	0	0	0	0	0
1703	0	0	0	0	0
1704	0	0	0	0	0
1705	1	1	0	0	0
1706	1	1	0	0	0
1707	0	0	0	0	0
1708	1	1	0	0	0
1709	1	1	0	0	0
1710	3	3	0	0	0
1711	0	0	0	0	0
1712	1	1	0	0	0
1713	1	1	0	0	0
1714	1	1	0	0	0
1715	2	2	0	0	0
1716	0	0	0	0	0
1717	0	0	0	0	0
1718	2	2	0	0	0
1719	1	1	0	0	0
1720	2	2	0	0	0
1721	1	1	0	0	0
1722	0	0	0	0	0
1723	1	1	0	0	0
1724	0	0	0	0	0
1725	1	1	0	0	0
1726	1	1	0	0	0
1727	3	3	0	0	0
1728	1	1	0	0	0
1729	0	0	0	0	0
1730	0	0	0	0	0
1731	1	1	0	0	0
1732	1	1	0	0	0
1733	1	1	0	0	0
1734	1	1	0	0	0
1735	2	2	0	0	0
1736	0	0	0	0	0
1737	2	2	0	0	0
1738	0	0	0	0	0
1739	0	0	0	0	0
1740	1	1	0	0	0
1741	1	1	0	0	0
1742	1	1	0	0	0
1743	1	1	0	0	0
1744	0	0	0	0	0
1745	1	1	0	0	0
1746	0	0	0	0	0
1747	1	1	0	0	0
1748	0	0	0	0	0
1749	0	0	0	0	0
1750	1	1	0	0	0
1751	1	1	0	0	0
1752	1	1	0	0	0
1753	0	0	0	0	0
1754	1	1	0	0	0
1755	0	0	0	0	0
1756	1	1	0	0	0
1757	1	1	0	0	0
1758	0	0	0	0	0
1759	1	1	0	0	0
1760	2	2	0	0	0
1761	1	1	0	0	0
1762	1	1	0	0	0
1763	0	0	0	0	0
1764	0	0	0	0	0
1765	1	1	0	0	0
1766	2	2	0	0	0
1767	0	0	0	0	0
1768	1	1	0	0	0
1769	0	0	0	0	0
1770	0	0	0	0	0
1771	0	0	0	0	0
1772	2	2	0	0	0
1773	2	2	0	0	0
1774	0	0	0	0	0
1775	0	0	0	0	0
1776	1	1	0	0	0
1777	1	1	0	0	0
1778	1	1	0	0	0
1779	1	1	0	0	0
1780	1	1	0	0	0
1781	1	1	0	0	0
1782	1	1	0	0	0
1783	0	0	0	0	0
1784	1	1	0	0	0
1785	0	0	0	0	0
1786	2	2	0	0	0
1787	0	0	0	0	0
1788	1	1	0	0	0
1789	0	0	0	0	0
1790	1	1	0	0	0
1791	0	0	0	0	0
1792	0	0	0	0	0
1793	2	2	0	0	0
1794	1	1	0	0	0
1795	3	3	0	0	0
1796	0	0	0	0	0
1797	0	0	0	0	0
1798	1	1	0	0	0
1799	3	3	0	0	0
1800	0	0	0	0	0
1801	2	2	0	0	0
1802	1	1	0	0	0
1803	0	0	0	0	0
1804	2	2	0	0	0
1805	0	0	0	0	0
1806	2	2	0	0	0
1807	2	2	0	0	0
1808	0	0	0	0	0
1809	1	1	0	0	0
1810	1	1	0	0	0
1811	1	1	0	0	0
1812	0	0	0	0	0
1813	0	0	0	0	0
1814	2	2	0	0	0
1815	1	1	0	0	0
1816	1	1	0	0	0
1817	1	1	0	0	0
1818	0	0	0	0	0
1819	1	1	0	0	0
1820	0	0	0	0	0
1821	2	2	0	0	0
1822	1	1	0	0	0
1823	0	0	0	0	0
1824	0	0	0	0	0
1825	0	0	0	0	0
1826	1	1	0	0	0
1827	1	1	0	0	0
1828	2	2	0	0	0
1829	0	0	0	0	0
1830	1	1	0	0	0
1831	0	0	0	0	0
1832	1	1	0	0	0
1833	1	1	0	0	0
1834	2	2	0	0	0
1835	1	1	0	0	0
1836	1	1	0	0	0
1837	0	0	0	0	0
1838	1	1	0	0	0
1839	2	2	0	0	0
1840	0	0	0	0	0
1841	0	0	0	0	0
1842	2	2	0	0	0
1843	2	2	0	0	0
1844	0	0	0	0	0
1845	0	0	0	0	0
1846	1	1	0	0	0
1847	1	1	0	0	0
1848	2	2	0	0	0
1849	0	0	0	0	0
1850	1	1	0	0	0
1851	1	1	0	0	0
1852	3	3	0	0	0
1853	0	0	0	0	0
1854	1	1	0	0	0
1855	2	2	0	0	0
1856	0	0	0	0	0
1857	0	0	0	0	0
1858	1	1	0	0	0
1859	1	1	0	0	0
1860	0	0	0	0	0
1861	1	1	0	0	0
1862	3	3	0	0	0
1863	0	0	0	0	0
1864	2	2	0	0	0
1865	1	1	0	0	0
1866	2	2	0	0	0
1867	1	1	0	0	0
1868	0	0	0	0	0
1869	1	1	0	0	0
1870	1	1	0	0	0
1871	0	0	0	0	0
1872	0	0	0	0	0
1873	0	0	0	0	0
1874	0	0	0	0	0
1875	1	1	0	0	0
1876	0	0	0	0	0
1877	2	2	0	0	0
1878	0	0	0	0	0
1879	0	0	0	0	0
1880	2	2	0	0	0
1881	2	2	0	0	0
1882	0	0	0	0	0
1883	1	1	0	0	0
1884	3	3	0	0	0
1885	0	0	0	0	0
1886	1	1	0	0	0
1887	3	3	0	0	0
1888	1	1	0	0	0
1889	0	0	0	0	0
1890	2	2	0	0	0
1891	1	1	0	0	0
1892	2	2	0	0	0
1893	0	0	0	0	0
1894	0	0	0	0	0
1895	2	2	0	0	0
1896	0	0	0	0	0
1897	1	1	0	0	0
1898	0	0	0	0	0
1899	1	1	0	0	0
1900	1	1	0	0	0
1901	0	0	0	0	0
1902	2	2	0	0	0
1903	2	2	0	0	0
1904	0	0	0	0	0
1905	1	1	0	0	0
1906	3	3	0	0	0
1907	0	0	0	0	0
1908	1	1	0	0	0
1909	0	0	0	0	0
1910	0	0	0	0	0
1911	0	0	0	0	0
1912	0	0	0	0	0
1913	0	0	0	0	0
1914	1	1	0	0	0
1915	0	0	0	0	0
1916	1	1	0	0	0
1917	3	3	0	0	0
1918	3	3	0	0	0
1919	0	0	0	0	0
1920	0	0	0	0	0
1921	1	1	0	0	0
1922	2	2	0	0	0
1923	0	0	0	0	0
1924	0	0	0	0	0
1925	0	0	0	0	0
1926	0	0	0	0	0
1927	2	2	0	0	0
1928	0	0	0	0	0
1929	1	1	0	0	0
1930	0	0	0	0	0
1931	2	2	0	0	0
1932	0	0	0	0	0
1933	2	2	0	0	0
1934	3	3	0	0	0
1935	2	2	0	0	0
1936	1	1	0	0	0
1937	1	1	0	0	0
1938	1	1	0	0	0
1939	1	1	0	0	0
1940	2	2	0	0	0
1941	1	1	0	0	0
1942	3	3	0	0	0
1943	0	0	0	0	0
1944	1	1	0	0	0
1945	0	0	0	0	0
1946	2	2	0	0	0
1947	1	1	0	0	0
1948	0	0	0	0	0
1949	0	0	0	0	0
1950	1	1	0	0	0
1951	0	0	0	0	0
1952	2	2	0	0	0
1953	1	1	0	0	0
1954	0	0	0	0	0
1955	1	1	0	0	0
1956	2	2	0	0	0
1957	0	0	0	0	0
1958	4	4	0	0	0
1959	1	1	0	0	0
1960	2	2	0	0	0
1961	1	1	0	0	0
1962	2	2	0	0	0
1963	0	0	0	0	0
1964	4	4	0	0	0
1965	1	1	0	0	0
1966	0	0	0	0	0
1967	0	0	0	0	0
1968	2	2	0	0	0
1969	0	0	0	0	0
1970	0	0	0	0	0
1971	1	1	0	0	0
1972	1	1	0	0	0
1973	0	0	0	0	0
1974	0	0	0	0	0
1975	1	1	0	0	0
1976	0	0	0	0	0
1977	0	0	0	0	0
1978	0	0	0	0	0
1979	1	1	0	0	0
1980	1	1	0	0	0
1981	1	1	0	0	0
1982	0	0	0	0	0
1983	2	2	0	0	0
1984	1	1	0	0	0
1985	2	2	0	0	0
1986	1	1	0	0	0
1987	1	1	0	0	0
1988	0	0	0	0	0
1989	1	1	0	0	0
1990	1	1	0	0	0
1991	0	0	0	0	0
1992	1	1	0	0	0
1993	3	3	0	0	0
1994	3	3	0	0	0
1995	0	0	0	0	0
1996	1	1	0	0	0
1997	0	0	0	0	0
1998	1	1	0	0	0
1999	0	0	0	0	0
2000	0	0	0	0	0
2001	0	0	0	0	0
2002	0	0	0	0	0
2003	0	0	0	0	0
2004	3	3	0	0	0
2005	0	0	0	0	0
2006	1	1	0	0	0
2007	0	0	0	0	0
2008	2	2	0	0	0
2009	2	2	0	0	0
2010	1	1	0	0	0
2011	3	3	0	0	0
2012	0	0	0	0	0
2013	1	1	0	0	0
2014	0	0	0	0	0
2015	1	1	0	0	0
2016	0	0	0	0	0
2017	1	1	0	0	0
2018	0	0	0	0	0
2019	0	0	0	0	0
2020	0	0	0	0	0
2021	1	1	0	0	0
2022	1	1	0	0	0
2023	1	1	0	0	0
2024	2	2	0	0	0
2025	2	2	0	0	0
2026	1	1	0	0	0
2027	1	1	0	0	0
2028	1	1	0	0	0
2029	1	1	0	0	0
2030	2	2	0	0	0
2031	0	0	0	0	0
2032	2	2	0	0	0
2033	1	1	0	0	0
2034	1	1	0	0	0
2035	3	3	0	0	0
2036	0	0	0	0	0
2037	1	1	0	0	0
2038	3	3	0	0	0
2039	1	1	0	0	0
2040	3	3	0	0	0
2041	2	2	0	0	0
2042	2	2	0	0	0
2043	1	1	0	0	0
2044	2	2	0	0	0
2045	2	2	0	0	0
2046	3	3	0	0	0
2047	3	3	0	0	0
2048	0	0	0	0	0
2049	2	2	0	0	0
2050	0	0	0	0	0
2051	0	0	0	0	0
2052	1	1	0	0	0
2053	0	0	0	0	0
2054	0	0	0	0	0
2055	1	1	0	0	0
2056	2	2	0	0	0
2057	2	2	0	0	0
2058	2	2	0	0	0
2059	1	1	0	0	0
2060	1	1	0	0	0
2061	1	1	0	0	0
2062	2	2	0	0	0
2063	2	2	0	0	0
2064	3	3	0	0	0
2065	1	1	0	0	0
2066	1	1	0	0	0
2067	4	4	0	0	0
2068	0	0	0	0	0
2069	1	1	0	0	0
2070	1	1	0	0	0
2071	0	0	0	0	0
2072	1	1	0	0	0
2073	0	0	0	0	0
2074	0	0	0	0	0
2075	2	2	0	0	0
2076	1	1	0	0	0
2077	1	1	0	0	0
2078	0	0	0	0	0
2079	4	4	0	0	0
2080	3	3	0	0	0
2081	0	0	0	0	0
2082	2	2	0	0	0
2083	1	1	0	0	0
2084	3	3	0	0	0
2085	0	0	0	0	0
2086	0	0	0	0	0
2087	1	1	0	0	0
2088	2	2	0	0	0
2089	2	2	0	0	0
2090	0	0	0	0	0
2091	1	1	0	0	0
2092	1	1	0	0	0
2093	1	1	0	0	0
2094	2	2	0	0	0
2095	0	0	0	0	0
2096	0	0	0	0	0
2097	1	1	0	0	0
2098	1	1	0	0	0
2099	2	2	0	0	0
2100	0	0	0	0	0
2101	1	1	0	0	0
2102	3	3	0	0	0
2103	2	2	0	0	0
2104	2	2	0	0	0
2105	1	1	0	0	0
2106	0	0	0	0	0
2107	0	0	0	0	0
2108	1	1	0	0	0
2109	1	1	0	0	0
2110	4	4	0	0	0
2111	0	0	0	0	0
2112	0	0	0	0	0
2113	1	1	0	0	0
2114	0	0	0	0	0
2115	2	2	0	0	0
2116	3	3	0	0	0
2117	0	0	0	0	0
2118	1	1	0	0	0
2119	0	0	0	0	0
2120	3	3	0	0	0
2121	0	0	0	0	0
2122	0	0	0	0	0
2123	2	2	0	0	0
2124	2	2	0	0	0
2125	0	0	0	0	0
2126	0	0	0	0	0
2127	0	0	0	0	0
2128	0	0	0	0	0
2129	0	0	0	0	0
2130	3	3	0	0	0
2131	1	1	0	0	0
2132	5	5	0	0	0
2133	2	2	0	0	0
2134	0	0	0	0	0
2135	3	3	0	0	0
2136	1	1	0	0	0
2137	2	2	0	0	0
2138	0	0	0	0	0
2139	2	2	0	0	0
2140	2	2	0	0	0
2141	2	2	0	0	0
2142	1	1	0	0	0
2143	0	0	0	0	0
2144	0	0	0	0	0
2145	1	1	0	0	0
2146	1	1	0	0	0
2147	3	3	0	0	0
2148	0	0	0	0	0
2149	1	1	0	0	0
2150	1	1	0	0	0
2151	1	1	0	0	0
2152	4	4	0	0	0
2153	0	0	0	0	0
2154	3	3	0	0	0
2155	1	1	0	0	0
2156	0	0	0	0	0
2157	1	1	0	0	0
2158	0	0	0	0	0
2159	2	2	0	0	0
2160	2	2	0	0	0
2161	2	2	0	0	0
2162	1	1	0	0	0
2163	1	1	0	0	0
2164	2	2	0	0	0
2165	0	0	0	0	0
2166	1	1	0	0	0
2167	1	1	0	0	0
2168	1	1	0	0	0
2169	0	0	0	0	0
2170	1	1	0	0	0
2171	0	0	0	0	0
2172	1	1	0	0	0
2173	0	0	0	0	0
2174	0	0	0	0	0
2175	2	2	0	0	0
2176	2	2	0	0	0
2177	4	4	0	0	0
2178	2	2	0	0	0
2179	0	0	0	0	0
2180	4	4	0	0	0
2181	0	0	0	0	0
2182	1	1	0	0	0
2183	1	1	0	0	0
2184	2	2	0	0	0
2185	3	3	0	0	0
2186	0	0	0	0	0
2187	1	1	0	0	0
2188	2	2	0	0	0
2189	0	0	0	0	0
2190	1	1	0	0	0
2191	1	1	0	0	0
2192	3	3	0	0	0
2193	0	0	0	0	0
2194	1	1	0	0	0
2195	1	1	0	0	0
2196	2	2	0	0	0
2197	2	2	0	0	0
2198	0	0	0	0	0
2199	0	0	0	0	0
2200	1	1	0	0	0
2201	0	0	0	0	0
2202	0	0	0	0	0
2203	2	2	0	0	0
2204	0	0	0	0	0
2205	4	4	0	0	0
2206	0	0	0	0	0
2207	1	1	0	0	0
2208	1	1	0	0	0
2209	1	1	0	0	0
2210	2	2	0	0	0
2211	0	0	0	0	0
2212	1	1	0	0	0
2213	2	2	0	0	0
2214	1	1	0	0	0
2215	1	1	0	0	0
2216	1	1	0	0	0
2217	1	1	0	0	0
2218	1	1	0	0	0
